"Timestamp","Burton 1","Burton 2","Burton 3rd","Burton 4","Burton 5","Conner 2","Conner 3","Conner 4","Conner 5","kerb"
"2022/07/30 12:59:47 PM MDT","5","4","1","2","3","6","7","8","9","wjguter"
